序号,正文,情感属性,情感分值
196,回复@孤萱能自拔:历史上侵略中国的可不单单是沙俄，你是不是也希望那几国也不要强大？ 毛主席说的好:落后就要挨打。这是真理，我们只有希望中国不断的强大别人才不敢欺负我们而不是像个怨妇似的天天在这里嚎丧！！！ 老胡说的没错，支持！//原来老胡是精俄啊。我们不希望俄罗斯好！因为它强了会侵略中国，历史事实历历在目。只有它弱，才会依赖中国。,中性,0.501683187
197,胡老师说的我听不懂？说点中文吧,中性,0.500325689
198,大家把自己的事情做好就足够了！指望别人强大起来救自己，那是白日梦！过去吃的亏还不够吗？！[皱眉]像毛主席说的，要搞清楚谁是我们的敌人谁是我们的朋友[并不简单],中性,0.400207814
199,删啥微博啊？？？,负面,0.184663548
200,回复@思想者歌:目前的清单是针对之前钢铝关税的，30亿美元，对等的。//请问胡编，你的大豆反制咋没在清单里？,中性,0.499967969
201,哈哈，还能来俄国话！,中性,0.502487622
202,狗拿耗子…,中性,0.301960512
203,牛逼牛逼！呀撸不撸鸡鼻呀！,正面,0.99813598
204,你唔哩哇啦个什么，说人话！,负面,0.062971239
205,真·三国无双,中性,0.503043323
206,老胡的话换成中国好像也蛮准了。,中性,0.499655664
207,回复@思想者歌:哈哈哈，制裁大豆？搞笑，中国进口美大豆除了顺逆差问题，最重要的还因价廉物美，小红粉们说可从巴西，阿根廷进口，问题是突然从那里加量，价格要涨，而且巴阿种植的成本比美高，于是又会从美转手入中国。除非中国改变饮食结构，减少大豆用量。不过大豆贸易占美国GDP太低，而且种豆的农民也不多啊//请问胡编，你的大豆反制咋没在清单里？,中性,0.485882339
208,俄罗斯再分成10个国家，我就放心了。,中性,0.499877606
209,回复@亚太地区扛把子:去过俄罗斯的人就知道俄罗斯有多好，并不是我们的媒体宣传的那样不堪——就衣食住行教育医疗而言，比我们好很多。//俄罗斯也是可怜，就靠核武器撑着了,中性,0.479097332
210,呼吸紧秀俄语了。,中性,0.504822931
211,上一代的人基本都会俄语,中性,0.500208618
212,[doge]好好说话，社会胡。,中性,0.421889212
213,要学west korea饿死几千万又如何。,负面,0.01356571
214,普京已经执政18年了，离20年的承诺所剩无几。俄罗斯强大了吗？老胡自己也不会相信的事，天天在网上胡扯胡编。,负面,0.096543464
215,卖国胡,负面,0.001267978
216,胡手淨,中性,0.501548055
217,滚吧,负面,0.001150228
218,多想想自己吧，俄罗斯对我们干的坏事还少吗,负面,0.001707287
219,胡编啊，最大的挑战是20年那事儿啊…………,中性,0.499269553
220,俄罗斯强不强轮到你操心了？,中性,0.428760088
221,忍无可忍，无需再忍！战斗吧！,中性,0.469038994
222,转发微博,中性,0.50009488
223,回复@基洛夫轰炸你:活在新闻联播里的是你才对//回复@陆大大Ol:活在新闻联播里,中性,0.499843846
224,回复@_Theodore_Bagwell:贡献你的力量再谈论//一个忙着复苏，一个忙着，你懂的。老胡，不要老删，看看对岸的LEI连创新高，人家经济一路向好，国内却无牌可打，继续忽悠发动民反？还有加息跟还不跟，房子，还有多少时间，外汇还能坚挺多久。。,负面,0.229976464
225,终于还是来了。,中性,0.499353473
226,回复@医者原哥哥:瞅你说话的语气就缺管教//回复@树苶:垃圾，一辈子也混不好,负面,0.000177267
227,回复@捏坊:受不了吗？想当初也涨到过150美元。//回复@万年不改一个字:关键是石油，美国沙特加俄罗斯，如果继续减产，天朝会受不了,中性,0.498490684
228,那你还用美国的iPhone,中性,0.499512032
229,感觉评论里的话题涉及剥削、统治阶级等一系列的东西，我想问问？谁在剥削人民？谁能代表人民？谁又是人民的敌人？我想现在应该是民族矛盾大于阶级矛盾的时候吧,负面,0.05971021
230,现在是工业国了[doge],中性,0.492769172
231,哈哈,中性,0.70923382
232,回复@陆大大Ol:活在新闻联播里//美国怎样我们都不怕的，我们有强大的祖国，就怕有人趁机谣言生事趁火打劫怕老百姓受累,负面,0.089916129
233,回复@曾经吹过的风liz:`//什么原因大家都心里明白，何必装糊涂,中性,0.497944905
234,回复@树苶:垃圾，一辈子也混不好//回复@平淡创造不平凡:国家什么时候不是以人民的名义……,负面,0.000318238
235,回复@huyue--:谁给说的美国没关税？这么了解？//美国用工业方法（机械化）搞农业，中国用农业方法（劳动密集）搞工业,中性,0.499878697
236,农业大国是指农产量大还是农产需求量大？,中性,0.500056144
237,我等胡编奏凯歌！,中性,0.520776171
238,冷静点吧！总编！,中性,0.491433018
239,你别忘了，咱们连CPU的技术核心都没，要是美国玩厉害的，CPU都不给中国进，我觉得咱们连电脑都没得用了,中性,0.336522118
240,我是认为国家反击的一刻，就是人才被重视的一刻。有些人该腾腾地了。,中性,0.49052697
241,回复@依相关法律此账号昵称未予显示:那更丢人了，封锁我们那么久，封锁到最后得抵制我们的高科技产品//回复@曾经吹过的风liz:高科技产品美国不允许出口给我国，防止我国获得高端技术。,负面,0.026551453
242,回复@_Theodore_Bagwell:干瘪没内容可说，学高层假装知道秘密不能说，常用你懂的。其实他啥都不知道，只知道装逼。//一个忙着复苏，一个忙着，你懂的。老胡，不要老删，看看对岸的LEI连创新高，人家经济一路向好，国内却无牌可打，继续忽悠发动民反？还有加息跟还不跟，房子，还有多少时间，外汇还能坚挺多久。。,负面,0.022443807
243,自古以来，重农抑商。,中性,0.500602072
244,回复@清_vicky:美国什么都自由 枪支也自由 你去吧孩子//回复@布加迪换宾利:如果言论自由 人家会说某国吗 ？,负面,0.020739749
245,回复@彧花白:没有竞争力的产业是这样，只有充分竞争才能站稳//回复@专治各种砖家吹牛B:关税降下来了，你连工作都没了。[并不简单][并不简单][并不简单]为了美国人民的利益，特朗普，你把美国进口关税降下来啊。,中性,0.494867602
246,回复@打倒股市黑嘴:你出不了国因为外面不要你，所以你喷自己的根自己的土//@胡锡进  某国不更是吗?黄土高原的根，穷山恶水的命，瞎得意,负面,0.001189
247,回复@做个好人其实不难:此话怎讲？//回复@OMG不要不要的:朝鲜人民最痛恨中国。他们明明可以在天堂生活。是谁把他们带到地狱？,负面,0.003652881
248,那就把芯片，飞机，操作系统加入制裁名单。还有老胡发微博的iPhone 7 plus也列入制裁清单。我支持打!,中性,0.500036166
249,回复@石市男子性刚烈:你生活在国外，就别对国内评头论足，你眼中的中国不是我眼中的！//我是来看汉奸评论的，数了数还真不少，可悲，在国家利益受到重大威胁时都不爱国了，怪不得当初谁都能欺负中国。相信身处高位的抉择者能做出英明的对策，打赢这场没有硝烟的战争！,负面,0.007389401
250,回复@佩玉鸣_Countdown:美国科技精英阶层根本出不支持川普打贸易战，肯定要制裁支持川普的美国农民啊//兔子还没有把美帝的高技术产品列入贸易战清单的底气.,中性,0.484055585
251,说这话心里没点数？,负面,0.048177062
252,回复@专治各种砖家吹牛B:关税降下来了，你连工作都没了。[并不简单][并不简单][并不简单]为了美国人民的利益，特朗普，你把美国进口关税降下来啊。//回复@胡锡进:为了人民的利益把进口关税降下来啊,中性,0.49608947
253,回复@HTLPOWER:为了政绩//总感觉缺点啥。美国为啥突然制裁中国？这个原因没人介绍，谁知道？,中性,0.49795252
254,回复@曾经吹过的风liz:大豆？//回复@曾经吹过的风liz:我也没别的意思，就是大豆飞机芯片这些东西不敢加税，都是必需品，加了国内就通胀，所以名单上看起来好像美帝是个纯农业国,中性,0.498626208
255,回复@__kiar:你认过你那么多爹不代表我认过，不喜欢团结的你可以滚一边去，还给我扯300年前的事，你怎么不说原始人你就认了你美爹日爹了！//回复@夜猫子哥666:蒙古进来的时候就认蒙古人做爹，满清进来就做了近300年奴才，你和我说团结[笑而不语],负面,0.025853466
256,回复@理想流氓:u//回复@胡锡进:中国当然不想打贸易战，毕竟挣着这么多美元。而是美国觉得逆差太大，美国的软件，美国的药品在中国限制太多，卖不动着急了。,中性,0.495039926
257,人家文化产业和金融产业强悍，但还得让进口啊！,中性,0.395459219
258,回复@弹指如画:30亿只是个征求意见稿//回复@-就是Tsang:30亿是对之前签署今天生效的钢铝关税的回应和报复，今天的600亿刚签署15天后生效！拜托搞明白再喷[微笑],中性,0.357884965
259,支持,正面,0.981304452
260,农业国怎么了？ 天朝一直很重视农业,中性,0.498177443
261,为什么要为美国人生产那样多的好产品。咱们自己生产出来给中国人用不好吗？坚决不卖货物给美国人，让他们为我国生产,中性,0.392472478
262,回复@手机用户新希望:收购麦 当 劳 就 是 给 美 帝 国主义输 送 利 益，这类 汉 奸 卖 国 集团 分 子 必须  严 加 惩 处，希 望大大能重视 这 类 汉 奸卖国 分 子的 行为！//抵制麦当劳,负面,0.000649194
263,回复@LIFEZT:呵呵。没看外资现在都转到东南亚了吗？就因为劳动成本低。这点看把你骄傲的 你怎么不看看人家的工资//回复@曾经吹过的风liz:您洗洗睡吧，中国取代美国保持长达一百多年成为世界第一大工业国快10年了吧，就是，何必装糊涂，是吧。,中性,0.40679067
264,要死屌朝天，怕它个屁！我难受你也不会舒服！谁笑到最后才是赢家。,负面,0.224900033
265,回复@清_vicky:自我阉割怪老天！！//回复@布加迪换宾利:如果言论自由 人家会说某国吗 ？,负面,0.003901557
266,回复@东教授很忙:你想要什么自由？杀人放火还是犯科作恶？//回复@石市男子性刚烈:呵呵不保护我的自由的国家是国家？,负面,0.001407452
267,呵呵,中性,0.374444204
268,回复@LIFEZT:你也没说说，比起美国，中国有啥工业？//回复@detian_wu:中国工业生产总值已经相当于美日德俄总和，你说的什么国内搞工业承不承认?戒骄戒躁很对，但妄自菲薄更让人作呕，中国制造2025，美国的核心所剩不多了。,负面,0.014072305
269,不要怕，在毛主席时代我们都没怕，更何况现在？他要打我们奉陪到底，看看谁笑到最后,中性,0.494089003
270,不然福特F150皮卡怎么常年销量第一,中性,0.49899757
271,回复@_Theodore_Bagwell:你个哈批    想要得到又不想付出  你讲的是2018最大的笑话吗？  以后有人搞你你不准还手 还手就要去警察局大家都麻烦 你就委屈下打一下不会死的//一个忙着复苏，一个忙着，你懂的。老胡，不要老删，看看对岸的LEI连创新高，人家经济一路向好，国内却无牌可打，继续忽悠发动民反？还有加息跟还不跟，房子，还有多少时间，外汇还能坚挺多久。。,负面,0.028413589
